Numer_zgloszenia;Czas_naprawy;Rodzaj
1225;07.07.2015 07:32;wymiana
1264;07.07.2015 08:14;restart
1269;07.07.2015 09:06;wymiana
1248;07.07.2015 10:39;restart
1256;07.07.2015 11:58;wymiana
1245;07.07.2015 12:41;wymiana
1250;07.07.2015 12:43;restart
1266;07.07.2015 13:20;wymiana
1254;07.07.2015 18:02;restart
1252;07.07.2015 18:11;restart
1251;07.07.2015 18:42;wymiana
1254;07.07.2015 19:17;wymiana
1247;07.07.2015 20:00;wymiana
1274;08.07.2015 03:13;restart
1258;08.07.2015 05:25;restart
1235;08.07.2015 06:25;restart
1249;08.07.2015 07:02;wymiana
1237;08.07.2015 07:46;wymiana
1249;08.07.2015 08:18;wymiana
1251;08.07.2015 11:12;restart
1229;08.07.2015 12:13;wymiana
1250;08.07.2015 12:47;wymiana
1250;08.07.2015 17:24;wymiana
1275;08.07.2015 18:18;restart
1257;08.07.2015 21:17;wymiana
1251;08.07.2015 23:54;restart
1252;09.07.2015 03:30;wymiana
1246;09.07.2015 05:07;restart
1252;09.07.2015 05:15;wymiana
1264;09.07.2015 06:55;wymiana
1233;09.07.2015 07:36;wymiana
1261;09.07.2015 09:46;restart
1267;09.07.2015 10:10;restart
1241;09.07.2015 13:14;restart
1257;09.07.2015 18:28;wymiana
1272;09.07.2015 20:03;wymiana
1265;09.07.2015 22:45;restart
1253;09.07.2015 22:54;wymiana
1251;10.07.2015 00:22;restart
1277;10.07.2015 03:34;wymiana
1242;10.07.2015 03:45;restart
1279;10.07.2015 03:45;restart
1274;10.07.2015 04:04;wymiana
1259;10.07.2015 04:12;wymiana
1259;10.07.2015 05:12;restart
1279;10.07.2015 08:39;restart
1280;10.07.2015 09:00;restart
1284;10.07.2015 12:10;restart
1270;10.07.2015 16:59;restart
1285;10.07.2015 21:24;wymiana
1278;11.07.2015 02:11;wymiana
1271;11.07.2015 05:10;restart
1257;11.07.2015 08:18;wymiana
1282;11.07.2015 08:51;wymiana
1259;11.07.2015 10:54;wymiana
1259;11.07.2015 13:40;wymiana
1250;11.07.2015 13:49;wymiana
1262;11.07.2015 15:25;wymiana
1252;11.07.2015 23:07;restart
1257;11.07.2015 23:12;wymiana
1282;11.07.2015 23:18;wymiana
1255;12.07.2015 03:23;wymiana
1259;12.07.2015 03:26;wymiana
1262;12.07.2015 06:00;wymiana
1291;12.07.2015 09:13;wymiana
1283;12.07.2015 10:19;wymiana
1291;12.07.2015 12:57;restart
1295;12.07.2015 13:55;wymiana
1287;12.07.2015 15:41;wymiana
1289;12.07.2015 19:14;restart
1296;12.07.2015 21:30;restart
1264;12.07.2015 22:14;restart
1271;13.07.2015 01:48;wymiana
1295;13.07.2015 06:47;restart
1285;13.07.2015 09:58;wymiana
1273;13.07.2015 10:07;wymiana
1291;13.07.2015 11:00;restart
1263;13.07.2015 16:25;restart
1279;13.07.2015 22:35;restart
1295;13.07.2015 23:02;wymiana
1268;13.07.2015 23:58;restart
1295;14.07.2015 00:51;restart
1281;14.07.2015 02:27;wymiana
1277;14.07.2015 02:30;wymiana
1276;14.07.2015 03:46;restart
1286;14.07.2015 08:38;wymiana
1295;14.07.2015 10:22;restart
1303;14.07.2015 15:18;wymiana
1290;14.07.2015 18:50;restart
1302;14.07.2015 20:11;wymiana
1306;14.07.2015 21:45;restart
1297;14.07.2015 21:50;wymiana
1299;15.07.2015 01:26;restart
1304;15.07.2015 01:34;wymiana
1279;15.07.2015 02:20;wymiana
1292;15.07.2015 02:23;restart
1302;15.07.2015 03:36;wymiana
1285;15.07.2015 04:49;wymiana
1307;15.07.2015 04:56;wymiana
1310;15.07.2015 05:11;wymiana
1302;15.07.2015 08:31;wymiana
1302;15.07.2015 13:20;restart
1304;15.07.2015 15:32;restart
1304;15.07.2015 17:14;wymiana
1307;15.07.2015 20:24;restart
1285;15.07.2015 23:56;restart
1319;16.07.2015 02:27;restart
1291;16.07.2015 02:30;wymiana
1311;16.07.2015 04:21;restart
1319;16.07.2015 09:15;restart
1321;16.07.2015 10:27;wymiana
1293;16.07.2015 11:33;restart
1317;16.07.2015 13:48;restart
1285;16.07.2015 16:43;restart
1324;16.07.2015 17:01;wymiana
1291;17.07.2015 00:05;wymiana
1302;17.07.2015 00:45;restart
1314;17.07.2015 02:01;wymiana
1288;17.07.2015 04:49;wymiana
1327;17.07.2015 06:30;wymiana
1294;17.07.2015 06:35;restart
1311;17.07.2015 08:59;wymiana
1316;17.07.2015 09:41;wymiana
1300;17.07.2015 10:34;restart
1328;17.07.2015 10:45;wymiana
1324;17.07.2015 12:38;restart
1313;17.07.2015 12:53;wymiana
1326;17.07.2015 15:03;restart
1327;17.07.2015 15:54;restart
1315;17.07.2015 16:52;wymiana
1311;17.07.2015 20:03;wymiana
1327;17.07.2015 20:11;restart
1315;17.07.2015 20:44;wymiana
1298;18.07.2015 01:17;wymiana
1334;18.07.2015 01:31;restart
1327;18.07.2015 07:40;wymiana
1327;18.07.2015 09:13;wymiana
1312;18.07.2015 10:11;wymiana
1311;18.07.2015 13:44;restart
1335;18.07.2015 16:30;wymiana
1326;18.07.2015 17:26;wymiana
1326;18.07.2015 18:35;wymiana
1331;18.07.2015 18:42;wymiana
1304;18.07.2015 21:32;wymiana
1333;18.07.2015 22:18;wymiana
1331;18.07.2015 22:53;restart
1319;19.07.2015 00:06;restart
1326;19.07.2015 00:28;restart
1337;19.07.2015 04:28;wymiana
1339;19.07.2015 04:30;restart
1319;19.07.2015 05:09;restart
1308;19.07.2015 07:04;wymiana
1337;19.07.2015 09:03;restart
1342;19.07.2015 11:26;wymiana
1307;19.07.2015 14:21;restart
1328;19.07.2015 14:26;restart
1299;19.07.2015 15:51;wymiana
1320;19.07.2015 17:07;restart
1301;19.07.2015 17:24;restart
1340;19.07.2015 18:48;restart
1345;19.07.2015 20:17;restart
1342;19.07.2015 21:53;restart
1318;20.07.2015 04:01;restart
1305;20.07.2015 06:13;restart
1325;20.07.2015 06:26;restart
1324;20.07.2015 08:46;restart
1304;20.07.2015 10:02;wymiana
1337;20.07.2015 10:44;wymiana
1325;20.07.2015 12:11;wymiana
1315;20.07.2015 12:23;wymiana
1311;20.07.2015 12:23;restart
1333;20.07.2015 12:59;restart
1305;20.07.2015 15:36;wymiana
1344;20.07.2015 16:26;restart
1325;20.07.2015 17:40;wymiana
1349;20.07.2015 20:48;wymiana
1319;20.07.2015 21:46;restart
1332;21.07.2015 03:00;wymiana
1322;21.07.2015 03:33;wymiana
1325;21.07.2015 04:57;restart
1324;21.07.2015 07:33;wymiana
1315;21.07.2015 07:59;wymiana
1337;21.07.2015 08:57;wymiana
1331;21.07.2015 12:44;restart
1331;21.07.2015 13:37;restart
1323;21.07.2015 14:03;wymiana
1333;21.07.2015 14:19;wymiana
1320;21.07.2015 18:02;wymiana
1328;21.07.2015 19:03;wymiana
1342;21.07.2015 22:30;wymiana
1309;21.07.2015 23:49;wymiana
1341;22.07.2015 00:54;restart
1315;22.07.2015 01:01;restart
1341;22.07.2015 01:23;restart
1330;22.07.2015 03:18;wymiana
1320;22.07.2015 04:30;restart
1331;22.07.2015 06:43;restart
1354;22.07.2015 09:59;wymiana
1338;22.07.2015 10:30;restart
1362;22.07.2015 15:37;restart
1320;22.07.2015 15:40;wymiana
1360;22.07.2015 19:56;restart
1356;22.07.2015 21:16;restart
1350;23.07.2015 00:42;restart
1341;23.07.2015 04:13;restart
1341;23.07.2015 06:17;restart
1333;23.07.2015 06:52;restart
1329;23.07.2015 10:55;wymiana
1364;23.07.2015 12:04;restart
1325;23.07.2015 12:48;wymiana
1347;23.07.2015 19:07;restart
1357;23.07.2015 20:47;restart
1356;23.07.2015 20:57;restart
1352;23.07.2015 22:02;wymiana
1342;24.07.2015 05:20;restart
1362;24.07.2015 07:03;wymiana
1351;24.07.2015 07:32;wymiana
1379;24.07.2015 08:15;wymiana
1337;24.07.2015 10:39;restart
1355;24.07.2015 14:25;restart
1379;24.07.2015 14:59;wymiana
1381;24.07.2015 19:26;restart
1368;24.07.2015 20:49;wymiana
1345;24.07.2015 22:24;restart
1362;24.07.2015 23:32;restart
1354;25.07.2015 03:34;restart
1364;25.07.2015 03:57;wymiana
1366;25.07.2015 04:33;restart
1353;25.07.2015 04:43;wymiana
1350;25.07.2015 05:11;wymiana
1336;25.07.2015 07:36;restart
1363;25.07.2015 08:34;wymiana
1366;25.07.2015 08:45;wymiana
1373;25.07.2015 10:00;restart
1366;25.07.2015 11:25;restart
1384;25.07.2015 15:38;wymiana
1370;25.07.2015 16:19;restart
1341;25.07.2015 18:09;wymiana
1346;25.07.2015 18:10;restart
1343;25.07.2015 18:17;wymiana
1381;25.07.2015 19:02;restart
1384;25.07.2015 22:08;wymiana
1345;25.07.2015 22:12;wymiana
1360;25.07.2015 22:33;wymiana
1378;25.07.2015 23:15;restart
1385;26.07.2015 00:29;wymiana
1384;26.07.2015 04:41;wymiana
1351;26.07.2015 13:29;wymiana
1349;26.07.2015 13:51;wymiana
1376;26.07.2015 14:20;restart
1375;26.07.2015 14:29;restart
1377;26.07.2015 17:47;wymiana
1380;26.07.2015 18:36;wymiana
1373;27.07.2015 03:23;restart
1356;27.07.2015 04:00;restart
1381;27.07.2015 04:19;restart
1382;27.07.2015 08:40;restart
1381;27.07.2015 08:47;restart
1360;27.07.2015 09:22;restart
1348;27.07.2015 09:43;restart
1386;27.07.2015 12:10;wymiana
1375;27.07.2015 13:08;wymiana
1392;27.07.2015 13:55;restart
1383;27.07.2015 16:21;wymiana
1369;27.07.2015 16:59;restart
1373;27.07.2015 23:01;wymiana
1393;27.07.2015 23:15;wymiana
1387;28.07.2015 00:00;wymiana
1399;28.07.2015 00:22;restart
1395;28.07.2015 01:16;restart
1389;28.07.2015 01:21;restart
1367;28.07.2015 03:09;restart
1371;28.07.2015 04:24;wymiana
1400;28.07.2015 04:35;wymiana
1401;28.07.2015 07:18;wymiana
1402;28.07.2015 07:51;restart
1404;28.07.2015 09:12;wymiana
1395;28.07.2015 09:40;restart
1358;28.07.2015 11:32;restart
1374;28.07.2015 12:01;restart
1359;28.07.2015 12:12;wymiana
1403;28.07.2015 16:29;wymiana
1373;28.07.2015 17:20;wymiana
1398;28.07.2015 17:21;restart
1360;28.07.2015 17:26;wymiana
1361;28.07.2015 17:49;wymiana
1365;28.07.2015 18:54;restart
1359;28.07.2015 23:01;wymiana
1384;29.07.2015 01:30;restart
1356;29.07.2015 01:44;wymiana
1395;29.07.2015 03:52;restart
1403;29.07.2015 04:09;wymiana
1394;29.07.2015 07:00;wymiana
1364;29.07.2015 07:32;wymiana
1362;29.07.2015 08:28;wymiana
1394;29.07.2015 09:11;wymiana
1373;29.07.2015 09:54;wymiana
1390;29.07.2015 10:41;restart
1364;29.07.2015 10:41;restart
1410;29.07.2015 12:41;restart
1397;29.07.2015 16:20;restart
1397;29.07.2015 18:13;restart
1375;29.07.2015 19:29;wymiana
1388;29.07.2015 20:58;restart
1372;29.07.2015 22:39;wymiana
1416;30.07.2015 04:03;restart
1408;30.07.2015 05:55;wymiana
1413;30.07.2015 06:31;restart
1418;30.07.2015 07:05;wymiana
1418;30.07.2015 08:50;restart
1410;30.07.2015 09:10;restart
1405;30.07.2015 10:17;restart
1418;30.07.2015 10:19;wymiana
1387;30.07.2015 12:33;wymiana
1418;30.07.2015 14:03;restart
1417;30.07.2015 14:22;wymiana
1403;30.07.2015 15:01;wymiana
1423;30.07.2015 16:01;restart
1418;30.07.2015 16:05;restart
1409;30.07.2015 17:35;restart
1384;30.07.2015 17:42;wymiana
1387;30.07.2015 18:00;restart
1423;30.07.2015 19:36;restart
1381;30.07.2015 20:41;wymiana
1416;30.07.2015 21:45;restart
1400;31.07.2015 00:19;wymiana
1391;31.07.2015 05:16;restart
1427;31.07.2015 06:16;restart
1426;31.07.2015 09:19;restart
1401;31.07.2015 12:10;restart
1397;31.07.2015 14:37;restart
1400;31.07.2015 16:04;restart
1410;31.07.2015 17:58;restart
1432;31.07.2015 20:02;wymiana
1407;31.07.2015 22:00;restart
1413;31.07.2015 23:15;restart
1432;01.08.2015 00:47;wymiana
1427;01.08.2015 02:00;restart
1410;01.08.2015 07:03;restart
1417;01.08.2015 10:17;wymiana
1427;01.08.2015 13:41;wymiana
1421;01.08.2015 15:19;wymiana
1428;01.08.2015 18:05;restart
1423;01.08.2015 19:03;wymiana
1423;01.08.2015 19:20;restart
1395;01.08.2015 20:34;restart
1433;01.08.2015 20:59;wymiana
1419;01.08.2015 21:41;wymiana
1413;02.08.2015 03:38;wymiana
1396;02.08.2015 04:52;restart
1429;02.08.2015 05:11;wymiana
1425;02.08.2015 06:53;restart
1411;02.08.2015 07:49;restart
1417;02.08.2015 10:37;restart
1406;02.08.2015 11:50;wymiana
1427;02.08.2015 12:01;restart
1438;02.08.2015 14:27;wymiana
1395;02.08.2015 15:33;restart
1409;02.08.2015 20:19;wymiana
1397;02.08.2015 21:16;restart
1432;02.08.2015 21:22;restart
1416;03.08.2015 00:33;restart
1413;03.08.2015 03:39;wymiana
1442;03.08.2015 04:59;restart
1432;03.08.2015 07:46;restart
1424;03.08.2015 07:47;restart
1441;03.08.2015 11:23;restart
1435;03.08.2015 11:36;restart
1435;03.08.2015 11:48;wymiana
1445;03.08.2015 12:07;restart
1421;03.08.2015 13:42;wymiana
1442;03.08.2015 14:10;restart
1420;03.08.2015 20:25;restart
1422;03.08.2015 20:38;restart
1421;03.08.2015 21:11;restart
1423;03.08.2015 22:10;wymiana
1420;04.08.2015 01:30;restart
1449;04.08.2015 01:36;wymiana
1407;04.08.2015 02:58;restart
1432;04.08.2015 04:29;restart
1436;04.08.2015 05:22;restart
1450;04.08.2015 06:34;wymiana
1450;04.08.2015 07:43;wymiana
1413;04.08.2015 07:44;restart
1420;04.08.2015 07:53;wymiana
1421;04.08.2015 08:45;wymiana
1430;04.08.2015 10:05;restart
1450;04.08.2015 11:18;restart
1454;04.08.2015 13:19;wymiana
1420;04.08.2015 16:51;wymiana
1437;04.08.2015 17:37;wymiana
1441;04.08.2015 19:16;restart
1451;04.08.2015 19:25;restart
1440;04.08.2015 19:37;restart
1412;04.08.2015 20:53;restart
1428;04.08.2015 23:09;wymiana
1409;05.08.2015 02:46;restart
1415;05.08.2015 04:03;restart
1414;05.08.2015 05:55;wymiana
1446;05.08.2015 08:26;restart
1433;05.08.2015 10:22;wymiana
1422;05.08.2015 10:50;restart
1449;05.08.2015 10:54;wymiana
1451;05.08.2015 12:20;restart
1449;05.08.2015 13:09;restart
1416;05.08.2015 13:48;wymiana
1456;05.08.2015 16:39;wymiana
1431;05.08.2015 20:10;wymiana
1451;05.08.2015 21:35;restart
1456;06.08.2015 00:56;wymiana
1441;06.08.2015 03:35;restart
1462;06.08.2015 03:58;wymiana
1444;06.08.2015 05:23;wymiana
1443;06.08.2015 05:25;wymiana
1439;06.08.2015 12:41;wymiana
1463;06.08.2015 13:18;wymiana
1447;06.08.2015 15:20;wymiana
1464;06.08.2015 15:32;restart
1461;06.08.2015 16:15;restart
1427;06.08.2015 18:26;restart
1460;06.08.2015 19:02;wymiana
1464;06.08.2015 20:28;restart
1448;06.08.2015 22:17;wymiana
1455;06.08.2015 22:49;wymiana
1449;07.08.2015 00:01;restart
1434;07.08.2015 02:18;restart
1442;07.08.2015 03:22;restart
1433;07.08.2015 14:44;restart
1453;07.08.2015 15:18;restart
1433;07.08.2015 16:48;restart
1441;07.08.2015 21:05;wymiana
1442;07.08.2015 21:15;wymiana
1473;07.08.2015 23:43;wymiana
1459;08.08.2015 02:03;restart
1459;08.08.2015 02:43;wymiana
1456;08.08.2015 03:48;restart
1457;08.08.2015 05:22;restart
1469;08.08.2015 05:52;restart
1480;08.08.2015 06:39;restart
1475;08.08.2015 08:04;restart
1470;08.08.2015 08:13;wymiana
1467;08.08.2015 14:26;restart
1447;08.08.2015 15:09;restart
1452;08.08.2015 15:50;restart
1471;08.08.2015 15:54;wymiana
1469;08.08.2015 16:04;wymiana
1477;08.08.2015 20:29;wymiana
1472;08.08.2015 21:11;wymiana
1467;08.08.2015 23:34;wymiana
1483;09.08.2015 01:13;restart
1478;09.08.2015 03:54;restart
1449;09.08.2015 08:56;restart
1467;09.08.2015 10:33;restart
1482;09.08.2015 10:41;restart
1464;09.08.2015 11:25;wymiana
1465;09.08.2015 11:37;wymiana
1483;09.08.2015 13:41;wymiana
1451;10.08.2015 01:51;restart
1483;10.08.2015 10:32;restart
1490;10.08.2015 10:46;restart
1467;10.08.2015 13:05;wymiana
1469;10.08.2015 13:10;restart
1489;10.08.2015 14:43;wymiana
1464;10.08.2015 15:54;restart
1486;10.08.2015 16:22;restart
1469;10.08.2015 18:20;restart
1478;10.08.2015 19:03;restart
1501;10.08.2015 23:36;wymiana
1458;11.08.2015 00:36;wymiana
1487;11.08.2015 01:32;wymiana
1484;11.08.2015 02:32;wymiana
1479;11.08.2015 04:02;wymiana
1466;11.08.2015 04:09;restart
1501;11.08.2015 08:16;restart
1496;11.08.2015 08:28;restart
1501;11.08.2015 10:01;restart
1465;11.08.2015 12:32;wymiana
1471;11.08.2015 16:25;restart
1491;11.08.2015 18:50;restart
1490;11.08.2015 20:37;wymiana
1501;12.08.2015 00:07;restart
1465;12.08.2015 00:14;wymiana
1456;12.08.2015 00:24;wymiana
1483;12.08.2015 01:54;restart
1471;12.08.2015 03:04;wymiana
1456;12.08.2015 03:22;restart
1497;12.08.2015 04:58;restart
1505;12.08.2015 07:41;restart
1510;12.08.2015 10:00;restart
1476;12.08.2015 14:13;restart
1492;12.08.2015 14:29;restart
1474;12.08.2015 15:01;restart
1471;12.08.2015 18:39;wymiana
1500;12.08.2015 19:32;wymiana
1491;12.08.2015 23:17;wymiana
1479;13.08.2015 01:34;restart
1508;13.08.2015 06:24;restart
1485;13.08.2015 07:08;wymiana
1491;13.08.2015 07:29;restart
1505;13.08.2015 11:13;restart
1516;13.08.2015 16:02;restart
1479;13.08.2015 16:59;wymiana
1469;13.08.2015 17:13;wymiana
1493;13.08.2015 17:29;wymiana
1513;13.08.2015 18:59;wymiana
1502;13.08.2015 19:00;wymiana
1491;13.08.2015 20:15;wymiana
1468;13.08.2015 21:25;wymiana
1481;13.08.2015 21:29;restart
1512;13.08.2015 23:15;restart
1478;13.08.2015 23:19;restart
1479;14.08.2015 07:06;wymiana
1499;14.08.2015 08:28;restart
1471;14.08.2015 08:51;restart
1516;14.08.2015 09:49;restart
1517;14.08.2015 12:41;wymiana
1488;14.08.2015 16:28;restart
1520;14.08.2015 19:37;restart
1514;14.08.2015 21:51;wymiana
1489;15.08.2015 01:19;wymiana
1512;15.08.2015 02:39;restart
1520;15.08.2015 04:31;restart
1489;15.08.2015 05:00;restart
1524;15.08.2015 10:22;wymiana
1483;15.08.2015 12:11;wymiana
1529;15.08.2015 15:04;wymiana
1523;15.08.2015 15:59;restart
1522;15.08.2015 18:54;restart
1518;15.08.2015 20:13;restart
1524;15.08.2015 21:37;wymiana
1490;15.08.2015 21:42;wymiana
1533;15.08.2015 21:45;restart
1535;15.08.2015 22:18;restart
1516;16.08.2015 00:45;restart
1520;16.08.2015 01:01;restart
1515;16.08.2015 02:00;restart
1521;16.08.2015 04:11;restart
1506;16.08.2015 06:28;wymiana
1491;16.08.2015 09:25;wymiana
1534;16.08.2015 10:20;wymiana
1505;16.08.2015 12:43;restart
1528;16.08.2015 12:53;wymiana
1495;16.08.2015 13:49;wymiana
1516;16.08.2015 14:01;restart
1527;16.08.2015 16:02;wymiana
1525;16.08.2015 16:32;restart
1512;16.08.2015 18:03;restart
1494;16.08.2015 19:10;wymiana
1541;16.08.2015 21:52;wymiana
1507;17.08.2015 01:53;wymiana
1498;17.08.2015 02:31;wymiana
1525;17.08.2015 04:56;restart
1527;17.08.2015 06:43;wymiana
1531;17.08.2015 08:21;wymiana
1512;17.08.2015 09:19;restart
1520;17.08.2015 11:58;restart
1509;17.08.2015 13:59;restart
1499;17.08.2015 18:28;restart
1531;17.08.2015 18:47;wymiana
1536;17.08.2015 20:45;restart
1522;17.08.2015 23:14;wymiana
1504;18.08.2015 02:55;restart
1516;18.08.2015 03:13;wymiana
1549;18.08.2015 03:46;restart
1537;18.08.2015 04:13;wymiana
1520;18.08.2015 04:59;wymiana
1549;18.08.2015 05:14;wymiana
1540;18.08.2015 08:28;wymiana
1523;18.08.2015 10:16;restart
1503;18.08.2015 13:02;restart
1517;18.08.2015 15:13;restart
1536;18.08.2015 15:53;wymiana
1524;18.08.2015 16:19;restart
1532;18.08.2015 16:19;wymiana
1512;18.08.2015 16:40;wymiana
1508;18.08.2015 20:14;wymiana
1527;18.08.2015 20:40;wymiana
1551;18.08.2015 23:10;wymiana
1533;19.08.2015 01:14;wymiana
1542;19.08.2015 02:13;wymiana
1519;19.08.2015 03:26;wymiana
1511;19.08.2015 03:42;restart
1528;19.08.2015 04:54;wymiana
1540;19.08.2015 05:18;restart
1522;19.08.2015 05:27;wymiana
1530;19.08.2015 07:31;restart
1547;19.08.2015 07:58;wymiana
1525;19.08.2015 09:40;wymiana
1526;19.08.2015 10:31;restart
1537;19.08.2015 10:56;wymiana
1517;19.08.2015 15:31;restart
1536;19.08.2015 16:08;wymiana
1531;19.08.2015 18:26;restart
1544;19.08.2015 22:13;wymiana
1525;20.08.2015 01:56;restart
1544;20.08.2015 02:42;restart
1543;20.08.2015 04:23;restart
1559;20.08.2015 04:40;restart
1544;20.08.2015 04:43;restart
1517;20.08.2015 06:45;wymiana
1539;20.08.2015 09:46;restart
1538;20.08.2015 10:09;wymiana
1545;20.08.2015 12:15;restart
1528;20.08.2015 12:52;wymiana
1523;20.08.2015 17:40;wymiana
1528;20.08.2015 18:27;restart
1544;20.08.2015 19:25;wymiana
1549;20.08.2015 23:03;restart
1544;20.08.2015 23:18;restart
1537;21.08.2015 00:06;restart
1546;21.08.2015 01:14;wymiana
1533;21.08.2015 02:43;wymiana
1531;21.08.2015 09:13;wymiana
1569;21.08.2015 09:58;wymiana
1562;21.08.2015 09:59;wymiana
1567;21.08.2015 11:37;wymiana
1564;21.08.2015 12:20;wymiana
1568;21.08.2015 14:29;wymiana
1538;21.08.2015 19:24;restart
1525;21.08.2015 23:24;restart
1576;22.08.2015 01:22;restart
1563;22.08.2015 06:15;restart
1531;22.08.2015 06:51;wymiana
1528;22.08.2015 08:56;wymiana
1572;22.08.2015 11:34;restart
1533;22.08.2015 13:16;restart
1563;22.08.2015 13:23;wymiana
1553;22.08.2015 14:23;restart
1552;22.08.2015 16:04;restart
1548;22.08.2015 18:05;restart
1572;22.08.2015 19:37;restart
1581;22.08.2015 19:51;restart
1537;22.08.2015 20:20;restart
1570;22.08.2015 21:52;restart
1549;23.08.2015 00:38;restart
1581;23.08.2015 01:42;wymiana
1565;23.08.2015 02:21;restart
1549;23.08.2015 04:25;restart
1571;23.08.2015 09:06;restart
1580;23.08.2015 11:51;wymiana
1552;23.08.2015 16:05;wymiana
1554;23.08.2015 17:35;wymiana
1547;23.08.2015 18:19;wymiana
1550;23.08.2015 18:32;wymiana
1567;23.08.2015 20:04;restart
1570;24.08.2015 01:14;wymiana
1564;24.08.2015 03:25;wymiana
1586;24.08.2015 07:26;restart
1561;24.08.2015 08:35;restart
1564;24.08.2015 09:09;restart
1589;24.08.2015 11:42;restart
1561;24.08.2015 11:48;restart
1580;24.08.2015 13:24;wymiana
1571;24.08.2015 15:21;restart
1587;24.08.2015 19:01;restart
1582;24.08.2015 20:31;wymiana
1573;25.08.2015 00:48;restart
1556;25.08.2015 01:06;restart
1571;25.08.2015 02:36;wymiana
1557;25.08.2015 06:23;restart
1566;25.08.2015 07:37;restart
1561;25.08.2015 14:48;restart
1584;25.08.2015 14:51;restart
1555;25.08.2015 15:21;wymiana
1585;25.08.2015 19:59;wymiana
1597;25.08.2015 20:37;wymiana
1585;25.08.2015 20:59;restart
1560;25.08.2015 22:25;wymiana
1596;26.08.2015 01:46;wymiana
1578;26.08.2015 02:10;restart
1588;26.08.2015 04:48;wymiana
1566;26.08.2015 08:13;wymiana
1573;26.08.2015 09:41;wymiana
1558;26.08.2015 11:20;restart
1571;26.08.2015 11:28;restart
1595;26.08.2015 11:48;wymiana
1567;26.08.2015 16:06;restart
1583;26.08.2015 19:03;restart
1561;26.08.2015 20:35;restart
1571;26.08.2015 23:27;wymiana
1601;27.08.2015 00:38;restart
1574;27.08.2015 02:24;wymiana
1585;27.08.2015 08:37;restart
1605;27.08.2015 10:45;restart
1575;27.08.2015 10:45;restart
1566;27.08.2015 11:18;wymiana
1587;27.08.2015 12:02;restart
1569;27.08.2015 12:59;restart
1602;27.08.2015 14:49;restart
1588;27.08.2015 14:56;wymiana
1566;27.08.2015 15:57;restart
1585;27.08.2015 20:55;wymiana
1600;27.08.2015 22:56;wymiana
1596;28.08.2015 00:33;wymiana
1581;28.08.2015 01:40;wymiana
1581;28.08.2015 01:50;restart
1590;28.08.2015 02:38;restart
1579;28.08.2015 05:36;restart
1601;28.08.2015 07:27;wymiana
1591;28.08.2015 07:49;restart
1577;28.08.2015 09:38;restart
1581;28.08.2015 11:58;restart
1587;28.08.2015 20:31;restart
1601;28.08.2015 23:20;wymiana
1592;29.08.2015 01:40;restart
1601;29.08.2015 01:54;wymiana
1611;29.08.2015 03:49;restart
1617;29.08.2015 04:58;restart
1585;29.08.2015 09:00;wymiana
1620;29.08.2015 15:18;restart
1588;29.08.2015 22:26;restart
1623;29.08.2015 22:40;wymiana
1604;30.08.2015 00:03;restart
1611;30.08.2015 00:38;restart
1601;30.08.2015 01:20;restart
1606;30.08.2015 02:43;wymiana
1608;30.08.2015 09:31;restart
1626;30.08.2015 11:11;restart
1614;30.08.2015 12:10;wymiana
1587;30.08.2015 12:52;wymiana
1593;30.08.2015 16:12;restart
1586;30.08.2015 18:59;restart
1598;31.08.2015 02:34;restart
1603;31.08.2015 02:39;restart
1618;31.08.2015 03:01;restart
1594;31.08.2015 05:10;restart
1618;31.08.2015 05:24;wymiana
1607;31.08.2015 11:40;wymiana
1627;31.08.2015 12:18;restart
1622;31.08.2015 14:35;wymiana
1599;31.08.2015 19:54;wymiana
1628;31.08.2015 20:15;restart
1618;31.08.2015 21:12;wymiana
1612;31.08.2015 21:17;wymiana
1622;31.08.2015 21:47;wymiana
1611;01.09.2015 00:48;restart
1622;01.09.2015 06:42;restart
1609;01.09.2015 07:23;wymiana
1620;01.09.2015 08:08;wymiana
1619;01.09.2015 12:54;wymiana
1626;01.09.2015 15:03;restart
1639;01.09.2015 16:45;restart
1622;01.09.2015 19:13;restart
1639;02.09.2015 00:25;restart
1627;02.09.2015 01:17;restart
1639;02.09.2015 02:57;wymiana
1611;02.09.2015 06:17;wymiana
1624;02.09.2015 06:28;restart
1635;02.09.2015 08:45;restart
1631;02.09.2015 09:07;restart
1647;02.09.2015 09:48;restart
1640;02.09.2015 16:07;restart
1620;02.09.2015 16:33;wymiana
1613;02.09.2015 22:01;wymiana
1610;02.09.2015 22:59;restart
1628;03.09.2015 01:04;wymiana
1611;03.09.2015 01:24;restart
1651;03.09.2015 03:44;wymiana
1642;03.09.2015 06:34;restart
1621;03.09.2015 15:05;restart
1616;03.09.2015 16:27;restart
1620;03.09.2015 16:52;restart
1630;03.09.2015 21:51;restart
1640;03.09.2015 23:12;restart
1625;04.09.2015 01:46;wymiana
1652;04.09.2015 05:09;wymiana
1615;04.09.2015 05:38;restart
1664;04.09.2015 05:45;restart
1639;04.09.2015 07:28;restart
1656;04.09.2015 09:51;restart
1640;04.09.2015 11:38;restart
1622;04.09.2015 14:07;restart
1644;04.09.2015 17:34;wymiana
1668;04.09.2015 19:22;restart
1630;04.09.2015 19:29;restart
1657;04.09.2015 21:49;restart
1664;04.09.2015 22:00;restart
1653;04.09.2015 22:10;wymiana
1660;04.09.2015 23:11;wymiana
